type,year,attacks,nkilled,nwounded
1,1970,643,136,212
1,1971,463,172,82
1,1972,551,540,409
1,1973,465,368,495
1,1974,577,537,865
1,1975,727,615,617
1,1976,900,647,708
1,1977,1292,441,518
1,1978,1455,1382,1563
1,1979,2533,1813,2233
1,1980,2560,4159,3474
1,1981,2470,4522,3152
1,1982,2408,4883,3210
1,1983,2670,7945,3872
1,1984,3198,8522,4881
1,1985,2680,5939,4679
1,1986,2679,4571,5358
1,1987,2988,6040,5544
1,1988,3470,6238,6565
1,1989,4147,7520,5264
1,1990,3648,6470,5635
1,1991,4404,7693,7106
1,1992,4831,8509,9490
1,1994,2577,6021,6235
1,1995,2920,5690,13783
1,1996,2909,6025,10151
1,1997,2998,9859,8706
1,1998,891,4118,8155
1,1999,1340,3251,5241
1,2000,1782,4315,5832
1,2001,1890,7392,27985
1,2002,1309,4674,7130
1,2003,1263,3294,7301
1,2004,1137,5659,12003
1,2005,1984,6251,12547
1,2006,2716,9168,15415
1,2007,3197,12679,22461
1,2008,4755,9072,18947
1,2009,4707,9253,19143
1,2010,4819,7809,15942
1,2011,5051,8216,14646
1,2012,8476,15459,25357
1,2013,11930,22161,37608
1,2014,16797,44276,40916
1,2015,14870,38712,44007
1,2016,13570,34836,40005
1,2017,10935,26444,25055
1,2018,9560,22937,20225
4,1973,1,0,1
4,1979,3,53,1
4,1988,11,128,106
4,1989,10,10,84
4,1990,2,12,122
4,1991,25,64,103
4,1992,36,49,185
4,1994,7,22,30
4,1995,5,5,10
4,1996,4,31,30
4,1997,1,4,37
4,1998,1,8,30
4,1999,9,39,41
4,2000,13,38,11
4,2001,14,174,59
4,2002,37,69,297
4,2003,99,163,186
4,2004,87,275,263
4,2005,155,367,411
4,2006,283,736,922
4,2007,340,1194,1155
4,2008,412,1090,1331
4,2009,503,1065,1604
4,2010,541,1152,1699
4,2011,409,1510,1934
4,2012,1453,3503,4655
4,2013,1435,3695,4321
4,2014,1799,5367,5111
4,2015,1918,6196,6985
4,2016,1616,6141,6485
4,2017,1409,6090,6018
4,2018,1772,9807,7844
5,1981,1,0,0
5,1990,1,0,0
5,1991,1,0,0
5,1992,3,1,0
5,1994,1,0,0
5,1996,6,7,37
5,1997,41,26,77
5,1998,7,0,5
5,1999,3,6,5
5,2000,2,0,0
5,2001,1,0,0
5,2003,1,0,0
5,2009,1,0,0
5,2014,2,1,2
5,2015,4,0,0
5,2016,2,0,0
5,2017,1,0,0
6,1972,1,0,0
6,1976,1,0,0
6,1978,1,0,1
6,1979,1,0,0
6,1990,1,3,1
6,1991,29,42,73
6,1992,208,231,272
6,1994,149,345,118
6,1995,172,381,1010
6,1996,128,522,1118
6,1997,305,3722,1801
6,1998,143,739,925
6,1999,98,404,257
6,2000,133,516,263
6,2001,107,600,247
6,2002,128,588,313
6,2003,72,260,105
6,2004,67,166,187
6,2005,101,225,224
6,2006,149,183,258
6,2007,121,226,681
6,2008,104,245,327
6,2009,107,203,210
6,2010,98,105,218
6,2011,15,25,34
6,2012,41,30,105
6,2013,22,101,48
6,2014,13,37,30
6,2015,15,20,19
6,2016,9,9,2
6,2017,14,12,19
6,2018,7,19,11
8,1977,1,0,0
8,1978,1,0,24
8,1979,3,19,30
8,1981,1,3,0
8,1982,2,2,0
8,1983,7,282,349
8,1984,9,172,70
8,1985,3,5,0
8,1986,5,119,23
8,1987,3,5,10
8,1988,10,56,114
8,1989,11,72,10
8,1990,199,147,217
8,1991,14,69,75
8,1992,48,97,56
8,1994,6,59,10
8,1995,8,51,26
8,1996,4,18,6
8,1997,6,28,31
8,1998,17,229,46
8,1999,29,287,281
8,2000,21,177,43
8,2001,39,587,314
8,2002,5,38,17
8,2009,1,2,0
8,2010,2,4,7
8,2016,2,0,0
8,2017,6,7,411
10,1992,1,0,0
11,1970,20,4,2
11,1971,7,5,0
11,1972,20,5,0
11,1973,58,14,4
11,1974,71,21,12
11,1975,38,123,16
11,1976,54,122,90
11,1977,17,7,12
11,1978,25,13,11
11,1979,16,11,12
11,1980,6,0,1
11,1981,2,0,0
11,1982,9,1,0
11,1983,18,1,3
11,1984,46,1,4
11,1985,42,2,10
11,1986,28,2,7
11,1987,80,3,11
11,1988,33,1,20
11,1989,32,26,17
11,1990,31,1,1
11,1991,27,1,7
11,1992,38,33,224
11,1994,11,86,266
11,1995,16,0,1
11,1996,19,1,12
11,1997,11,3,2
11,1999,1,0,0
11,2001,2,0,1
11,2003,1,0,0
11,2005,3,0,0
11,2009,1,0,0
11,2010,5,0,0
11,2011,1,0,0
11,2012,2,0,0
11,2013,2,0,2
11,2014,1,0,0
11,2015,1,0,0
11,2016,2,0,2
11,2017,2,0,0
11,2018,5,0,4
12,1991,1,0,0
12,1992,2,2,1
12,1994,4,15,46
12,1995,1,2,20
12,1996,1,2,0
12,1998,2,0,1
12,1999,2,8,0
12,2000,2,0,0
12,2001,2,1,0
12,2007,1,0,0
12,2009,1,1,0
12,2013,1,0,1
12,2015,2,0,1
12,2016,2,6,1
12,2018,1,0,0
14,1970,1,0,0
14,1971,1,0,0
14,1972,3,1,0
14,1974,1,0,0
14,1978,2,2,9
14,1979,2,0,9
14,1980,6,2,3
14,1981,1,1,0
14,1982,2,0,3
14,1986,2,1,22
14,1988,3,0,0
14,1989,2,0,0
14,1991,4,0,0
14,1992,4,1,4
14,1994,7,2,3
14,1995,5,0,0
14,1996,5,2,1
14,1997,4,0,23
14,1998,6,0,2
14,2000,1,0,0
14,2001,2,0,0
14,2006,2,0,0
14,2008,3,0,0
14,2009,1,0,0
14,2010,1,0,0
14,2013,1,0,0
14,2014,8,4,7
14,2015,14,2,0
14,2016,9,0,1
14,2017,4,4,21
14,2018,3,2,3
15,1972,7,4,5
15,1973,1,0,0
15,1974,1,0,0
15,1975,2,4,11
15,1976,4,0,0
15,1977,5,1,1
15,1978,1,0,0
15,1979,5,0,6
15,1980,2,0,8
15,1981,3,3,20
15,1982,11,0,0
15,1984,4,2,1
15,1985,4,4,50
15,1986,4,0,0
15,1987,4,0,1
15,1988,1,0,1
15,1989,2,3,0
15,1990,1,0,0
15,1991,3,0,0
15,1992,8,0,1
15,1994,5,0,3
15,1995,12,6,6
15,1996,4,0,1
15,1997,1,0,0
15,1998,1,0,0
15,2006,1,0,0
15,2007,1,0,0
15,2008,7,0,0
15,2009,3,1,9
15,2011,1,0,0
15,2013,1,0,2
15,2016,3,0,0
15,2017,1,2,0
15,2018,1,1,1
16,1991,3,26,4
16,1992,10,122,30
16,1994,8,22,89
16,1995,2,0,0
16,1996,2,2,0
16,1997,1,1,0
16,2000,1,0,3
16,2001,4,1,6
16,2002,1,0,1
16,2007,1,0,0
16,2008,2,5,13
16,2009,2,1,2
16,2014,3,0,1
16,2016,2,1,1
16,2017,2,5,2
16,2018,1,0,1
17,1976,1,0,0
17,1981,1,0,0
17,1997,2,1,0
17,2013,1,0,0
18,1979,1,0,0
18,1980,1,0,0
18,1991,1,1,0
18,1994,1,0,3
18,1995,5,1,2
18,1996,16,8,15
18,1997,11,5,2
18,2003,1,0,0
18,2006,1,0,0
18,2008,1,1,2
18,2010,2,0,0
18,2011,1,0,0
18,2012,25,4,37
18,2013,49,3,38
18,2014,41,9,39
18,2015,18,5,22
18,2016,3,1,2
18,2017,21,6,26
18,2018,1,0,1
19,1977,1,0,1
19,1979,1,0,0
19,1980,1,6,80
19,1981,1,6,2
19,1982,1,0,4
19,1984,1,1,0
19,1985,1,0,13
19,1986,10,54,263
19,1987,6,26,2
19,1988,29,57,135
19,1989,28,101,162
19,1990,17,58,29
19,1991,36,41,428
19,1992,68,74,466
19,1994,68,30,657
19,1995,71,34,683
19,1996,136,82,1181
19,1997,15,8,349
19,1998,2,0,1
19,1999,11,30,185
19,2000,23,11,34
19,2001,15,57,258
19,2002,5,21,440
19,2003,4,3,13
19,2004,11,43,384
19,2005,22,42,304
19,2006,23,19,57
19,2007,9,1,10
19,2008,19,9,48
19,2009,27,18,46
19,2010,22,15,28
19,2011,13,9,6
19,2012,18,8,32
19,2013,137,16,117
19,2014,130,38,114
19,2015,468,86,720
19,2016,88,76,88
19,2017,41,25,73
19,2018,32,12,41
20,1976,2,73,0
20,1992,1,3,3
21,1970,1,0,0
21,1972,4,0,1
21,1973,1,0,0
21,1974,5,0,1
21,1976,1,0,0
21,1977,1,0,0
21,1978,8,1,0
21,1979,8,1,42
21,1980,8,2,20
21,1981,6,6,97
21,1982,1,0,4
21,1983,8,2,7
21,1984,10,0,1
21,1985,21,10,20
21,1986,3,0,2
21,1987,1,1,0
21,1988,5,1,0
21,1989,7,4,3
21,1990,2,2,0
21,1991,6,1,0
21,1992,9,1,0
21,1994,1,0,5
21,1995,1,0,0
21,1997,2,4,0
21,1998,3,0,0
21,1999,2,0,0
21,2002,3,0,0
21,2003,8,0,20
21,2007,1,0,0
21,2009,1,0,0
21,2012,1,1,1
21,2014,2,4,3
21,2016,6,36,276
21,2017,3,2,2
21,2018,3,4,7
22,1980,1,0,0
22,1991,2,0,0
22,1992,2,1,0
22,2000,1,0,0
22,2013,1,0,0
23,1992,1,0,1
23,1994,3,0,3
23,1995,1,0,0
23,1996,2,0,0
25,2006,1,4,0
25,2008,2,5,2
25,2011,1,0,2
25,2014,1,0,0
26,1971,1,0,0
26,1974,1,0,0
26,1976,1,0,0
26,1977,1,0,0
26,1978,3,0,0
26,1979,14,0,7
26,1980,35,11,51
26,1981,5,1,1
26,1982,27,0,1
26,1983,27,0,3
26,1984,14,1,3
26,1985,13,0,0
26,1986,4,1,0
26,1987,13,1,25
26,1988,11,2,0
26,1989,40,2,0
26,1990,10,1,3
26,1991,28,7,1
26,1992,32,4,4
26,1994,6,0,3
26,1995,2,0,0
26,1996,1,0,0
26,1997,4,4,7
26,2003,1,0,0
26,2005,1,0,0
26,2007,3,0,0
26,2009,3,0,7
26,2012,1,0,2
26,2018,2,12,60
28,1992,22,55,22
28,1994,9,3,5
28,1995,6,2,3
28,1996,33,2,12
28,1997,41,5,68
28,1998,9,2,3
28,1999,5,1,4
28,2000,6,1,3
28,2001,2,0,0
28,2002,3,0,0
28,2003,1,0,0
28,2005,1,0,1
28,2006,1,0,0
28,2007,2,1,2
28,2008,4,2,10
28,2009,1,0,0
28,2010,1,1,6
28,2011,1,0,1
28,2013,1,0,0
28,2014,3,0,4
28,2015,5,4,5
28,2018,2,0,1
29,1974,1,1,0
29,1985,1,0,1
29,1987,1,3,4
29,1988,3,1,5
29,1989,2,0,0
29,1990,1,6,0
30,1970,6,2,1
30,1971,3,0,0
30,1972,1,0,1
30,1973,2,0,15
30,1976,5,0,1
30,1977,1,0,1
30,1978,5,1,1
30,1979,6,4,0
30,1980,19,19,3
30,1981,11,2,3
30,1982,4,27,0
30,1983,8,0,12
30,1984,5,0,1
30,1985,1,0,0
30,1986,3,14,0
30,1987,1,0,11
30,1988,2,0,0
30,1989,5,1,0
30,1990,7,3,4
30,1991,24,12,17
30,1992,24,28,10
30,1994,18,15,4
30,1995,21,13,38
30,1996,17,22,9
30,1997,39,28,15
30,1998,2,0,0
30,1999,1,1,0
30,2000,1,0,0
30,2001,3,1,0
30,2002,1,0,0
30,2003,1,0,0
30,2006,3,1,11
30,2012,1,1,0
30,2013,3,2,0
30,2014,3,2,0
30,2015,5,3,0
30,2016,2,1,0
30,2017,2,0,0
30,2018,11,10,8
31,1972,5,0,0
31,1992,1,0,1
32,1982,2,2,0
32,1984,1,0,0
32,1990,5,0,0
32,1991,3,0,0
32,1992,2,0,0
32,1994,2,1,1
32,1995,2,3,0
32,1996,12,9,3
32,1997,3,0,0
32,1998,2,0,1
32,1999,1,0,0
32,2000,2,4,0
32,2001,1,0,0
32,2002,1,1,0
32,2008,2,0,0
32,2011,2,0,0
32,2012,2,8,30
32,2013,3,0,0
32,2014,1,0,0
32,2015,2,0,0
32,2016,1,0,1
32,2018,1,0,1
33,1984,1,1,0
33,1991,2,1,2
33,2013,1,1,0
33,2015,5,15,131
33,2016,10,62,40
33,2017,32,53,45
33,2018,68,115,131
34,1991,7,117,41
34,1992,2,61,19
34,1994,11,134,122
34,1995,75,439,249
34,1996,30,818,124
34,1997,72,329,420
34,1998,12,384,129
34,1999,13,108,63
34,2000,16,76,23
34,2001,37,166,49
34,2002,18,67,56
34,2003,18,116,24
34,2004,1,18,0
34,2005,5,13,17
34,2006,5,21,54
34,2007,3,3,2
34,2008,7,28,46
34,2010,29,14,55
34,2011,8,47,30
34,2012,4,6,22
34,2013,2,5,12
34,2014,5,4,1
34,2015,102,223,220
34,2016,83,74,213
34,2017,21,20,127
34,2018,10,36,80
35,1994,1,0,0
35,1997,2,1,0
35,1999,1,0,0
35,2001,1,0,0
35,2006,1,0,1
35,2008,1,0,50
35,2010,2,0,0
35,2011,1,13,161
35,2012,3,0,0
36,1971,2,2,10
36,1972,2,1,0
36,1978,1,1,0
36,1989,2,11,0
36,1990,2,0,0
36,1991,3,16,18
36,1992,61,64,148
36,1994,36,219,67
36,1995,23,11,62
36,1996,23,44,78
36,1997,18,100,284
36,1998,5,25,5
36,1999,7,1,18
36,2000,4,12,23
36,2001,7,4,13
36,2002,3,4,1
36,2003,1,1,0
36,2008,2,1,2
36,2013,2,0,0
36,2018,1,0,0
37,1991,3,19,0
37,1992,6,6,5
37,1994,1,2,0
37,1995,2,5,1
37,1998,1,0,0
37,2007,1,31,0
37,2008,1,3,0
37,2009,1,0,0
37,2010,3,5,2
37,2011,3,4,0
37,2013,3,7,0
37,2014,65,778,15
37,2015,82,911,463
37,2016,56,269,324
37,2017,109,243,248
37,2018,231,293,222
38,1970,2,1,0
38,1972,4,1,7
38,1974,1,0,0
38,1980,3,0,0
38,1982,5,1,8
38,1983,1,0,0
38,1985,3,331,2
38,1986,2,0,1
38,1989,1,15,14
38,1992,3,0,2
38,1994,4,0,1
38,1995,5,1,1
38,1996,1,0,1
38,1997,2,0,1
38,1998,4,1,0
38,1999,1,0,2
38,2000,5,0,30
38,2004,1,0,0
38,2006,2,0,0
38,2008,5,0,9
38,2009,4,0,0
38,2010,2,0,0
38,2012,3,0,0
38,2013,4,0,0
38,2014,3,7,6
38,2015,5,0,2
38,2016,6,1,34
38,2017,12,6,25
38,2018,6,13,43
41,1981,1,3,0
41,1986,1,0,0
41,1991,3,2,5
41,1992,1,1,0
41,1994,1,2,5
41,1996,1,2,0
41,2000,1,1,0
41,2006,1,4,1
41,2007,1,1,0
41,2008,2,1,0
41,2009,4,28,14
41,2010,12,36,23
41,2011,3,35,3
41,2012,4,14,16
41,2013,17,118,71
41,2014,90,739,297
41,2015,46,145,91
41,2016,35,188,174
41,2017,42,600,239
41,2018,46,227,379
42,1974,1,0,0
42,1984,1,0,25
42,1991,2,40,0
42,1992,3,20,0
42,1995,3,0,0
42,1996,1,1,0
42,1997,1,2,2
42,1998,1,0,0
42,1999,1,77,0
42,2002,2,1,1
42,2006,10,63,3
42,2007,7,136,138
42,2008,7,171,1011
42,2009,2,0,1
42,2010,1,0,0
42,2015,25,290,416
42,2016,5,22,68
42,2017,4,50,1
42,2018,12,112,13
43,1973,7,0,0
43,1976,2,0,1
43,1977,6,0,0
43,1978,8,0,2
43,1979,47,6,3
43,1980,41,6,11
43,1981,33,19,2
43,1982,21,2,2
43,1983,96,15,23
43,1984,548,37,158
43,1985,227,30,148
43,1986,243,22,128
43,1987,173,9,29
43,1988,185,19,81
43,1989,145,19,20
43,1990,160,8,38
43,1991,127,16,30
43,1992,113,12,13
43,1994,10,0,3
43,1995,15,1,5
43,1996,8,2,4
43,1997,6,0,10
43,1998,1,0,0
43,1999,3,0,0
43,2000,2,0,0
43,2001,3,0,0
43,2002,1,0,1
43,2003,2,0,0
43,2006,1,0,1
43,2007,8,0,0
43,2008,4,0,0
43,2009,8,0,1
43,2010,5,0,1
43,2011,6,0,1
43,2012,2,0,0
43,2013,5,2,1
43,2014,17,1,26
43,2015,1,0,0
43,2016,14,2,2
43,2017,12,0,2
43,2018,45,0,6
44,1989,3,20,12
44,1990,1,2,10
44,1991,1,0,0
44,1992,5,9,20
44,1994,10,18,96
44,1995,8,6,198
44,1996,61,19,103
44,1997,18,37,104
44,1998,2,50,150
44,1999,2,5,50
44,2000,4,1,2
44,2001,12,7,37
44,2002,2,1,18
44,2003,3,1,16
44,2004,2,4,5
44,2005,1,12,2
44,2008,20,39,150
44,2009,7,186,56
44,2010,1,7,14
44,2011,4,19,32
44,2012,4,27,38
44,2013,12,60,71
44,2014,37,322,478
44,2015,17,123,83
44,2016,5,13,18
44,2017,6,16,76
44,2018,1,2,2
45,1970,1,0,0
45,1972,2,1,0
45,1973,4,0,0
45,1975,8,7,0
45,1976,21,10,13
45,1977,67,27,29
45,1978,145,58,20
45,1979,136,153,54
45,1980,133,71,32
45,1981,155,313,44
45,1982,205,338,94
45,1983,226,427,70
45,1984,222,461,291
45,1985,366,866,351
45,1986,291,748,91
45,1987,320,573,251
45,1988,399,994,410
45,1989,477,699,507
45,1990,332,670,722
45,1991,391,713,407
45,1992,498,580,449
45,1994,128,151,57
45,1995,113,501,299
45,1996,364,577,476
45,1997,538,1151,609
45,1998,72,317,176
45,1999,111,253,246
45,2000,130,426,181
45,2001,199,537,435
45,2002,143,336,644
45,2003,97,184,557
45,2004,37,83,213
45,2005,42,145,106
45,2006,43,79,94
45,2007,30,64,103
45,2008,133,85,238
45,2009,139,107,226
45,2010,136,56,141
45,2011,94,43,85
45,2012,111,168,456
45,2013,146,134,262
45,2014,230,142,314
45,2015,134,103,138
45,2016,109,52,71
45,2017,112,84,118
45,2018,204,130,186
46,1992,1,1,0
46,1994,1,0,0
46,1997,3,0,2
46,2018,2,0,1
47,1990,1,0,0
47,1994,5,7,4
47,1996,1,0,0
47,1997,2,2,2
47,1999,3,107,0
47,2001,1,0,0
47,2002,3,17,42
47,2003,1,11,0
47,2013,1,2,5
47,2016,15,31,1
49,1971,1,0,0
49,1976,12,0,6
49,1977,5,0,0
49,1978,2,0,0
49,1979,2,3,0
49,1980,3,0,1
49,1981,10,4,5
49,1982,6,4,10
49,1983,3,0,0
49,1984,2,0,0
49,1985,5,0,0
49,1986,1,0,3
49,1987,3,0,0
49,1988,2,0,6
49,1989,1,1,2
49,1990,1,0,0
49,1991,2,0,0
49,1992,2,0,0
49,1994,1,1,0
49,1996,1,1,4
49,1997,1,2,1
49,2001,1,1,0
50,1991,25,237,35
50,1992,4,2,20
50,1994,4,3,0
50,1995,1,1,2
50,1996,3,0,1
50,1997,8,2,2
50,2000,2,3,8
50,2001,3,0,0
50,2005,1,0,1
50,2008,2,0,0
50,2009,1,0,3
50,2013,2,0,1
51,1991,1,0,0
51,1992,4,3,1
51,1994,7,3,5
51,1996,1,0,0
51,1997,14,1,3
51,2007,1,1,0
53,1973,3,1,1
53,1975,2,0,1
53,1977,1,0,0
53,1978,2,16,1
53,1979,5,2,0
53,1980,1,3,0
53,1981,3,0,6
53,1982,1,0,0
53,1983,2,0,1
53,1984,7,6,5
53,1985,7,3,0
53,1986,2,1,2
53,1987,10,1,2
53,1988,5,6,15
53,1989,6,1,1
53,1990,10,0,2
53,1991,11,0,0
53,1992,6,0,0
53,1994,5,2,0
53,1995,2,0,0
53,1996,10,3,3
53,1998,1,0,0
53,2000,2,0,0
53,2001,1,0,0
53,2004,1,0,0
53,2007,1,0,0
53,2012,1,0,0
53,2013,9,0,0
53,2014,5,0,0
53,2015,3,0,0
53,2016,2,0,0
54,1994,1,0,0
54,1995,3,1,0
54,1996,3,2,3
54,1997,4,1,0
54,2001,1,0,0
54,2003,1,0,0
54,2008,2,0,20
54,2009,1,0,4
54,2011,1,0,0
54,2013,1,1,0
54,2014,5,1,1
54,2015,4,0,0
54,2016,2,0,1
54,2017,3,0,0
55,1979,3,0,2
55,1980,1,0,0
55,1981,6,0,6
55,1985,4,1,10
55,1986,2,0,0
55,1987,2,0,0
55,1988,1,0,0
55,1989,1,0,0
55,1991,1,0,0
55,1992,4,1,0
55,1995,6,0,0
55,1999,1,0,0
55,2008,1,0,2
55,2010,1,0,1
55,2013,1,0,0
55,2015,5,2,6
55,2016,1,1,3
55,2018,1,0,0
56,1977,1,1,1
56,1987,1,10,40
56,1988,2,0,0
56,1990,1,1,14
56,1991,1,8,26
56,1992,6,228,21
56,1994,2,6,15
56,1995,2,0,4
56,1997,1,11,16
56,2004,1,0,7
56,2014,1,5,15
56,2015,1,0,0
56,2017,1,0,0
57,1981,2,3,10
57,1997,1,0,0
58,1970,2,1,0
58,1971,3,0,0
58,1973,3,0,0
58,1974,2,0,0
58,1978,1,3,0
58,1979,2,1,1
58,1980,1,1,2
58,1982,2,5,3
58,1987,15,7,4
58,1988,2,0,4
58,1989,11,1,2
58,1990,2,3,3
58,1991,8,1,0
58,1992,11,1,10
58,1994,6,2,17
58,1996,3,3,11
58,1997,12,3,30
58,2013,1,0,0
58,2014,1,0,35
58,2017,1,2,1
59,1973,1,0,0
59,1974,3,0,2
59,1976,2,1,1
59,1977,7,1,0
59,1978,11,2,9
59,1979,2,0,0
59,1980,2,2,6
59,1981,2,2,2
59,1982,3,1,1
59,1983,10,0,0
59,1984,21,1,2
59,1985,12,4,2
59,1986,8,13,0
59,1987,6,0,1
59,1988,9,4,7
59,1989,13,7,0
59,1990,8,3,6
59,1991,16,0,0
59,1992,23,2,6
59,1994,6,0,2
59,1995,6,4,2
59,1996,4,2,2
59,1997,3,1,0
59,1998,3,0,1
59,1999,2,0,0
59,2000,4,0,1
59,2001,5,0,0
59,2002,2,0,3
59,2003,4,0,4
59,2004,2,0,0
59,2008,2,0,3
59,2009,1,0,0
59,2011,1,0,0
59,2012,1,0,0
59,2013,2,1,0
59,2015,1,0,0
59,2016,6,1,14
59,2017,3,0,0
59,2018,10,9,40
60,1970,1,0,2
60,1971,1,1,0
60,1972,1,0,0
60,1977,1,1,0
60,1978,2,2,0
60,1979,1,1,4
60,1980,5,1,10
60,1981,9,67,89
60,1982,1,0,3
60,1985,2,2,2
60,1986,4,12,21
60,1987,7,1,12
60,1988,9,1,17
60,1989,7,1,1
60,1990,13,21,32
60,1991,9,8,8
60,1992,76,45,114
60,1994,104,129,104
60,1995,101,133,134
60,1996,51,97,63
60,1997,22,165,47
60,1998,3,9,15
60,1999,1,1,1
60,2004,3,37,171
60,2005,2,92,117
60,2006,5,19,100
60,2008,1,0,0
60,2009,2,1,25
60,2010,2,0,0
60,2011,18,28,109
60,2012,49,44,87
60,2013,316,242,621
60,2014,350,342,548
60,2015,644,829,1046
60,2016,376,609,633
60,2017,225,878,627
60,2018,54,98,118
61,1972,2,0,0
61,1973,1,0,0
61,1974,3,0,3
61,1975,3,2,0
61,1976,13,3,1
61,1977,6,4,0
61,1978,86,30,33
61,1979,310,228,93
61,1980,676,2334,277
61,1981,634,1512,345
61,1982,494,1501,184
61,1983,349,1590,438
61,1984,238,1064,419
61,1985,384,921,252
61,1986,160,283,151
61,1987,186,421,297
61,1988,324,332,354
61,1989,338,339,561
61,1990,144,291,218
61,1991,428,393,909
61,1992,28,22,30
61,1994,13,15,21
61,1995,9,3,16
61,1996,7,26,59
61,1997,2,1,9
62,2009,1,1,3
63,1995,1,0,0
63,1996,1,6,0
63,2007,1,0,0
63,2009,1,2,8
63,2010,1,17,20
63,2011,1,17,5
64,1992,2,0,1
64,1994,2,0,0
64,1995,2,0,0
64,1996,1,1,10
64,1999,1,0,0
64,2001,1,1,0
64,2011,1,1,0
64,2015,2,0,0
65,1971,1,0,0
65,1973,1,0,0
65,1974,2,2,0
65,1975,3,0,0
65,1976,2,0,0
65,1977,4,5,0
65,1978,1,25,0
65,1979,2,0,0
65,1983,1,0,0
65,1984,1,200,200
65,1985,1,0,0
65,1986,1,40,0
65,1987,1,0,0
65,1988,1,0,0
65,1989,1,1,0
65,1990,10,17,0
65,1991,5,161,0
65,1992,9,203,322
65,1994,2,6,1
65,1995,5,5,4
65,1996,7,133,27
65,1997,6,8,135
65,1999,2,2,2
65,2000,1,3,0
65,2002,3,1,37
65,2003,1,2,9
65,2004,2,1,16
65,2005,5,9,37
65,2006,11,12,56
65,2007,5,204,52
65,2008,8,27,82
65,2009,2,13,0
65,2010,2,8,20
65,2011,3,2,3
65,2012,3,25,8
65,2013,5,17,0
65,2014,2,9,6
65,2015,7,48,43
65,2016,13,279,83
65,2017,26,67,53
65,2018,10,25,185
66,1983,1,0,0
67,1987,3,0,1
67,1989,2,0,0
67,1991,3,0,0
67,1992,1,1,0
67,1999,3,0,0
67,2000,4,7,17
67,2001,1,0,0
68,1986,1,0,1
68,1992,1,0,0
68,1994,1,0,0
68,1995,1,0,1
68,2007,1,9,13
68,2008,1,0,1
68,2015,9,0,1
68,2016,3,0,0
68,2017,2,2,10
68,2018,1,0,0
69,1972,11,1,0
69,1973,14,5,20
69,1974,29,3,41
69,1975,39,3,25
69,1976,57,7,10
69,1977,51,3,7
69,1978,57,21,17
69,1979,211,11,41
69,1980,94,20,74
69,1981,66,8,78
69,1982,62,17,144
69,1983,121,20,186
69,1984,145,15,57
69,1985,106,17,83
69,1986,95,25,306
69,1987,87,5,8
69,1988,54,6,19
69,1989,25,3,2
69,1990,30,3,3
69,1991,131,6,5
69,1992,126,9,12
69,1994,89,6,22
69,1995,71,19,177
69,1996,270,18,114
69,1997,122,0,4
69,1998,12,1,0
69,1999,46,0,2
69,2000,28,4,1
69,2001,21,0,16
69,2002,32,0,4
69,2003,34,0,21
69,2004,11,0,10
69,2005,33,0,11
69,2006,34,1,3
69,2007,16,3,8
69,2008,13,0,1
69,2009,9,0,11
69,2010,3,0,0
69,2011,8,0,4
69,2012,66,8,8
69,2013,18,0,5
69,2014,14,1,15
69,2015,37,162,443
69,2016,26,95,470
69,2017,41,7,28
69,2018,13,13,34
70,1983,3,1,0
70,1996,2,0,1
70,1997,2,0,12
71,1995,3,0,13
72,1979,1,2,0
72,1996,1,0,1
72,1997,1,4,0
72,2017,4,0,2
73,1994,1,13,0
73,1995,1,0,0
73,2000,1,0,2
74,1991,3,2,8
74,1992,38,109,50
74,1994,15,27,43
74,1995,17,14,23
74,1996,3,2,10
74,1997,6,35,3
74,1998,12,32,47
74,1999,7,5,26
74,2000,7,3,5
74,2001,4,6,9
74,2002,2,1,15
74,2003,6,0,1
74,2004,3,0,1
74,2005,6,8,32
74,2006,3,5,4
74,2008,33,13,62
74,2009,25,5,21
74,2010,7,4,14
74,2011,3,1,1
74,2012,3,1,2
74,2013,2,2,0
74,2014,2,0,1
74,2015,1,0,0
74,2016,4,1,7
74,2017,1,0,5
74,2018,1,1,0
75,1990,1,0,0
75,1991,64,10,35
75,1992,154,17,217
75,1994,69,2,40
75,1995,132,10,26
75,1996,52,1,5
75,1997,12,0,27
75,1998,3,0,0
75,1999,12,3,47
75,2000,8,1,29
75,2001,8,3,6
75,2002,3,0,2
75,2003,2,0,0
75,2004,3,1,25
75,2005,3,2,0
75,2006,4,2,0
75,2007,3,1,1
75,2008,3,0,2
75,2009,4,0,0
75,2010,1,0,0
75,2011,8,2,2
75,2012,5,0,0
75,2014,13,0,0
75,2015,66,1,48
75,2016,44,27,117
75,2017,27,1,10
75,2018,22,0,8
76,1987,1,0,0
76,1992,7,0,1
76,1994,3,6,0
76,1996,2,3,0
76,1997,1,1,3
76,2014,1,0,3
76,2016,1,0,0
76,2018,2,2,5
78,1970,3,2,0
78,1971,1,0,0
78,1972,2,0,0
78,1973,11,5,55
78,1974,6,92,0
78,1975,4,1,0
78,1976,20,14,1
78,1977,46,0,1
78,1978,39,0,4
78,1979,9,1,5
78,1980,15,5,2
78,1981,19,2,71
78,1982,19,2,0
78,1983,11,4,6
78,1984,28,5,89
78,1985,35,64,170
78,1986,41,6,14
78,1987,26,2,37
78,1988,38,14,104
78,1989,49,3,5
78,1990,55,2,10
78,1991,57,15,23
78,1992,35,2,34
78,1994,40,2,18
